m#node	C#node2vec-0	C#node2vec-1	C#node2vec-2	C#node2vec-3	C#node2vec-4	C#node2vec-5	C#node2vec-6	C#node2vec-7	C#node2vec-8	C#node2vec-9	C#node2vec-10	C#node2vec-11	C#node2vec-12	C#node2vec-13	C#node2vec-14	C#node2vec-15	C#node2vec-16	C#node2vec-17	C#node2vec-18	C#node2vec-19	C#node2vec-20	C#node2vec-21	C#node2vec-22	C#node2vec-23	C#node2vec-24	C#node2vec-25	C#node2vec-26	C#node2vec-27	C#node2vec-28	C#node2vec-29	C#node2vec-30	C#node2vec-31	cD#class
Andrej Bregar	0.7140998	0.028464956	-0.4091928	-0.039571367	0.43041164	-0.11150492	0.23840907	-0.802352	-0.8237168	-0.36855567	0.06325928	-0.667792	-0.3966487	0.3126666	0.42457592	0.10056577	0.054580953	0.088222854	-0.5991566	0.85009587	0.51676667	0.6228731	1.0207397	0.86327314	0.37960723	-0.25751927	-0.062167764	-0.032632887	-0.45872113	-0.28355563	0.54418993	0.24548511	5
Vilko Leben	-0.113481134	-1.8083848	0.35065222	-0.18535642	-0.069141924	-0.30962116	0.024810493	-0.37362903	-1.7375458	-0.02865414	0.70594865	0.07381045	-0.3637537	-0.52142036	-0.05464398	1.8616636	0.9030731	0.5687958	0.25280556	0.63939565	0.5540629	-0.055034395	0.3252913	-0.9147003	0.78040326	0.035485283	-0.21360564	0.39267743	-1.0852424	-0.5232275	1.5426787	-0.34905154	5
Matej Šprogar	0.35005087	-0.0062022344	-1.143361	-1.0729555	0.23515129	-0.41594526	-0.45347717	-0.5556016	-0.4361273	0.118804716	0.26340634	-0.3907958	-0.07379737	0.08401749	0.0128965685	0.18877012	0.6142596	-0.15238167	-0.12090905	0.3932958	0.49673218	1.0529433	1.6461684	0.45684156	0.13097763	-0.031885944	-0.66797465	-0.5769231	-0.2158151	-0.51257235	0.14414652	-0.07920709	7
Andraž Bežek	0.16653259	-0.79504156	-0.16226621	0.5102666	-0.023835316	0.4641709	-0.0074852845	-0.38172877	-0.8042583	-0.3672013	-0.57957387	0.28662333	0.43162122	-0.5140434	-0.14479753	0.897334	0.20616472	0.63220793	0.24112058	0.5688682	1.0093279	0.14317897	0.53411347	-0.39935	0.3213126	-0.47028103	-0.38601625	0.4539305	-0.23630181	-0.81503904	0.011811293	-0.31115347	7
Simon Vrečar	1.8506825	-0.07991629	0.29190138	-1.1367931	-0.10368316	-0.67750204	-1.520686	-0.87361324	-0.34032375	-1.0532959	1.7852157	-0.82611966	-0.54046077	-0.6671933	-0.21976817	1.4968647	-0.09851665	0.7950087	-0.5084052	-0.27390796	0.37049	1.1557654	0.31808197	-1.8098509	1.3017261	-0.8518765	-1.6111635	-0.128682	-0.010239879	0.8883661	0.65296245	0.39712217	0
Alenka Baggia	1.1003779	-0.7475556	-0.58653665	-0.54850435	-0.46934256	-1.4043351	-1.3193077	0.62042516	-1.2264595	-0.2196003	-1.0239568	-0.2877797	0.73288304	0.013471056	1.1892617	0.5716351	-0.1541424	0.6797907	0.28502667	0.35792467	1.4869497	0.65253276	0.18290232	-0.50538456	0.48370737	0.2770396	-0.3586121	-0.013071955	-0.10681121	-0.29841214	0.51901656	0.115162775	5
Andrej Jeromen	0.725449	-1.0753381	1.3232054	-0.7294991	0.26425406	-2.0423434	-1.3881083	0.22284503	-0.57866865	-0.50374645	0.5973099	0.0016380579	-0.4660456	-0.8363656	-0.31485146	0.5587055	-0.017325893	0.48415625	-0.5225095	-0.546295	0.9899846	1.6409236	1.4471488	0.3255226	0.4720124	0.5234119	-1.3378997	0.87991816	-0.58675575	0.16645846	0.1565737	0.6244936	7
Jure Knez	-0.25574356	-0.5405238	-0.054395117	-0.96156925	-0.05533361	0.022086767	0.36646575	0.2877099	-0.31170413	-0.41518214	0.021097519	0.015436318	-0.72839254	0.39603147	0.24365577	-0.6574162	0.3709177	0.20461753	0.14330544	0.10520776	1.46399	1.1514103	1.3431693	0.10410672	0.88403046	-0.7994865	-0.671119	-0.26995775	0.24613586	0.14432268	0.6983353	0.34025526	3
Boris Petelin	-0.21646869	0.26537266	0.21806903	0.11223338	0.18208553	0.1564513	-0.02406068	-0.104084	-0.9061598	0.20969541	0.6683929	-0.7562601	0.46436715	0.073490866	-0.33763105	0.86049706	1.3762618	0.68347186	0.1524841	0.15574807	1.3481585	1.2866267	0.23134427	-0.016288696	0.39880142	0.10116652	-0.36549267	1.267021	-0.37655222	0.0027679454	1.0302551	0.49193993	3
Matej Gomboši	0.66693985	-0.23129351	0.1425127	0.5291645	-0.16268072	-0.0065858015	-0.10663294	0.20832786	-0.27723446	0.0015116726	-0.18197678	-0.31128386	-0.7767625	-0.38275766	-0.1311243	1.4539887	0.08072386	-0.08412669	-1.0334444	0.89539105	0.24844414	0.7305906	1.6214995	-0.68199176	-0.21668106	-0.07004004	-0.999267	-0.6796332	0.6587726	-0.7399471	0.36093268	-0.47254014	1
